_NAME_;_MODEL_;_SKU_
Губка Vileda мягкая (белый абразив) 7х15, голубая, 10 штук в упаковке;33-0158;33-0158
Губка Vileda мягкая (белый абразив) 7х15 см, красная 10 штук в упаковке;33-0159;33-0159
Губка Vileda мягкая (белый абразив) 7х15 см, желтая 10 штук в упаковке;33-0160;33-0160
Губка профильная Vileda с системой ПурАктив поролоновая зеленая, 140х63х45 мм;33-0172;33-0172
Губка профильная Vileda с системой ПурАктив поролоновая желтая, 140х63х45 мм;33-0173;33-0173
Губка металлическая Textop 30 г, в упаковке 5 штук;33-0175;33-0175
"Термометр для холодильника ""Айсберг"", без ртути";33-0195;33-0195
Коврик ячеистый, грязесборный Vortex 100х150 см, 16 мм;33-0202;33-0202
Коврик ячеистый, грязесборный Vortex 80х120 см, 16 мм;33-1018;33-1018
Дезинфекционный коврик Универсал 50х100х1,5 см;33-1022;33-1022
Термометр комнатный Модерн;33-2017;33-2017
Зеркало настенное прямоугольное 600х460 мм;33-2049;33-2049
щётка  для одежды York;33-2060;33-2060
Крышка для контейнера Vileda Гео с отверстием для бутылок, зеленая;33-2166;33-2166
Контейнер для мусора пластиковый, 55 л, с металлизированным покрытием, Гея Vileda;33-2169;33-2169
Вафельное полотно, ширина 45 см,  в рулоне 70 м, плотность 150 г/м2;33-3005;33-3005
Вафельное полотно, ширина 40 см,  в рулоне 50 м, плотность 170 г/м2;33-3007;33-3007
Вафельное полотно, ширина 80 см,  в рулоне 50 м, плотность 150 г/м2;33-3008;33-3008
Ткань для пола (холстопрошивное полотно белое оверложенное), 100х80 см, 20 штук в упаковке;33-3009;33-3009
Ткань для пола (холстопрошивное полотно белое) двойная 50х80 см;33-3012;33-3012
Ткань для пола нетканая (холстопрошивное полотно серое), плотность 200 г/м2, ширина 80 см, 50 м в рулоне;33-3015;33-3015
Ткань для пола тканая, 120 г/м2, ширина 75 см, 50 м в рулоне;33-3017;33-3017
Марля в рулоне, 0,9х1000 метров;33-3018;33-3018
Вафельное полотно, ширина 40 см,  в рулоне 50 м, плотность 150 г/м2;33-3021;33-3021
Ткань для пола (холстопрошивное полотно цветное), 100х80 см;33-3022;33-3022
Салфетка Микроспан 34х40 см, синяя;33-3024;33-3024
Ткань для пола нетканая (холстопрошивное полотно белое), ширина 160 см, 50 м в рулоне;33-3038;33-3038
Ткань для пола нетканая (холстопрошивное полотно серое), ширина 160 см, 50 м в рулоне;33-3410;33-3410
Вафельное полотно, ширина 40 см,  в рулоне 50 м, плотность 130 г/м2;33-3414;33-3414
Полотенце вафельное в рулоне, белое 0,4х50 м, 170 г/кв.м;33-3426;33-3426
Полотенце вафельное в рулоне, 0,4х50 м, 130 г/кв.м.;33-3429;33-3429
Таз пластиковый круглый, 6,5 л, голубой, 5 штук;33-4371;33-4371
Батарейки GP LR6 AA  4 штуки в упаковке;35-0338;35-0338
Печь СВЧ Horizont 20 MW700-1378 B;35-0377;35-0377
Батарейки GP Ultra 23AE 5 штук в блистере;35-0417;35-0417
Светильник настольный ЭРА NL-201-G23-11W-BK чёрный;35-0507;35-0507
Светильник настольный ЭРА NL-202-G23-11W-BK чёрный (2 типа крепл);35-0508;35-0508
Зарядное устройство GP PB420GS для 4-х аккумуляторов (в комплект не входят);35-0568;35-0568
Аккумулятор GP 1000 mAh AAA/HR03 NiMH 4 штуки в упаковке;35-0590;35-0590
Аккумулятор GP 1300 mAh AA/HR03 NiMH, 2 штуки;35-0637;35-0637
Холодильник Бирюса 8, белый;35-0711;35-0711
Вентилятор настольный Scarlett SC 1171;35-0753;35-0753
Батарейки Duracell Basic LR03-12BL ААА  12 штук в блистере;35-0772;35-0772
Батарейки Duracell Basic LR03 ААА, 18 штук в блистере;35-0805;35-0805
Батарейки Duracell Basic LR6 АА, 18 штук в блистере;35-0806;35-0806
Утюг Bosch TDA 2680;35-0807;35-0807
Холодильник Атлант ХМ 6025-031;35-0927;35-0927
Холодильник Samsung RB30J3000WW;35-0928;35-0928
Холодильник Bosch KGE39XL2OR;35-0929;35-0929
Микроволновая печь Samsung ME83KRS-2;35-0930;35-0930
Микроволновая печь Bosch HMT72M420R, белый;35-0932;35-0932
Чайник электрический Polaris PWK 1719CGL, 1,7 л. серебристый стекло;35-0939;35-0939
Чайник электрический Philips HD4646/00, белый пластиковый;35-0940;35-0940
Чайник электрический Vitek VT-7036, 2200 Вт, стекло;35-0941;35-0941
Чайник электрический Bosch TWK3A011, 2400 Вт, белый пластиковый;35-0943;35-0943
Кофемашина Delonghi Magnifica ESAM3000;35-0946;35-0946
Капсульная кофеварка Delonghi Nespresso Inissia EN 80.B, 1260 Вт;35-0947;35-0947
Пылесос Bosch BSG62185;35-0951;35-0951
Вентилятор напольный Scarlett SC-SF111B10;35-0953;35-0953
Вентилятор напольный Zanussi ZFF-910, чёрный;35-0954;35-0954
Вентилятор настольный Equation Moe 2, D15 см 15 Вт;35-0955;35-0955
Увлажнитель воздуха Electrolux EHU 3810D;35-0956;35-0956
Увлажнитель воздуха Starwind SHC2416, белый;35-0957;35-0957
Лампа настольная СТАРТ  CT02, чёрный;35-0958;35-0958
Лампа настольная на прищепке СТАРТ CT03, красный;35-0959;35-0959
Настольный светильник на светодиодах СТАРТ CT56, чёрный;35-0962;35-0962
Настольный светильник на светодиодах СТАРТ  CT57 голубой;35-0963;35-0963
Настольный светильник на светодиодах СТАРТ  CT79 белый;35-0964;35-0964
Настольный светильник на светодиодах СТАРТ CT82 зелёный;35-0965;35-0965
Конвектор Scarlett SCA H VER14 1000, 1000Вт;35-0971;35-0971
Масляный радиатор Ballu Classic BOH/CL-09WRN;35-0973;35-0973
Тепловентилятор Ballu BFH/S-04;35-0974;35-0974
Тепловентилятор Hyundai H-FH1-20-UI590, 2000Вт настенный;35-0975;35-0975
